"flag","gender","education","house_val","age","online","customer_psy","marriage","child","occupation","mortgage","house_owner","region","fam_income"
"N","M","0. <HS",0,"7_>65","N","H","Single","N","Retired","1Low","Renter","Midwest","B"
"N","M","4. Grad",574430,"7_>65","Y","B","","N","Retired","1Low","Owner","West","K"
"Y","M","2. Some College",257588,"4_<=45","Y","C","Married","Y","Professional","2Med","Owner","West","G"
"N","U","1. HS",0,"1_Unk","N","D","Married","U","Others","1Low","Owner","Northeast","E"
"N","M","3. Bach",207972,"4_<=45","N","F","","Y","Blue Collar","1Low","Owner","Northeast","B"
"Y","M","3. Bach",60909,"5_<=55","Y","F","","U","Blue Collar","1Low","Owner","Midwest","D"
"N","F","4. Grad",262210,"6_<=65","Y","B","Married","N","Professional","1Low","Owner","Midwest","G"
"Y","M","4. Grad",451216,"6_<=65","Y","C","Married","N","Professional","2Med","Owner","Midwest","H"
"Y","F","3. Bach",329289,"7_>65","Y","B","Married","N","Professional","3High","Owner","South","E"
"Y","F","4. Grad",0,"3_<=35","Y","G","Single","U","Sales/Service","1Low","Renter","West","F"
"Y","M","1. HS",221108,"1_Unk","N","F","Married","Y","Sales/Service","1Low","","South","E"
"N","M","4. Grad",0,"3_<=35","N","E","Single","Y","Sales/Service","1Low","Renter","South","A"
"N","F","1. HS",154673,"4_<=45","Y","B","Married","U","Sales/Service","1Low","Owner","South","I"
"Y","F","",212055,"2_<=25","N","E","Single","Y","Sales/Service","2Med","Owner","Midwest","F"
"Y","M","4. Grad",252934,"5_<=55","N","E","Married","Y","Professional","1Low","Owner","West","E"
"N","M","1. HS",0,"1_Unk","Y","G","Single","U","Others","1Low","Renter","Northeast","B"
"N","F","4. Grad",186744,"3_<=35","Y","F","Married","N","Professional","1Low","Owner","South","E"
"N","M","2. Some College",205574,"7_>65","Y","E","Married","N","Retired","1Low","Owner","Northeast","G"
"Y","F","2. Some College",363711,"2_<=25","Y","E","","Y","Sales/Service","2Med","Owner","Northeast","G"
"Y","M","2. Some College",569525,"4_<=45","Y","C","Married","Y","Professional","3High","Owner","West","H"
"Y","F","2. Some College",690133,"6_<=65","Y","B","Married","N","Retired","2Med","Owner","South","I"
"Y","M","1. HS",317778,"6_<=65","Y","E","Married","Y","Sales/Service","1Low","Owner","Midwest","D"
"Y","F","1. HS",288850,"5_<=55","Y","E","Married","Y","Others","3High","Owner","Midwest","E"
"Y","M","4. Grad",685610,"3_<=35","Y","C","Married","Y","Professional","3High","Owner","Northeast","F"
"Y","M","3. Bach",0,"5_<=55","N","G","Single","Y","Blue Collar","1Low","Renter","Northeast","B"
"N","F","2. Some College",103484,"5_<=55","Y","I","Single","N","Sales/Service","1Low","Owner","South","G"
"Y","M","3. Bach",723760,"4_<=45","Y","C","Married","Y","Professional","2Med","Owner","West","H"
"N","M","2. Some College",0,"4_<=45","N","C","Married","Y","Professional","1Low","Owner","West","E"
"N","F","1. HS",141120,"6_<=65","N","C","Married","Y","Sales/Service","1Low","Owner","Midwest","H"
"N","M","1. HS",0,"2_<=25","N","E","Single","Y","Blue Collar","1Low","Renter","Northeast","D"
"N","F","1. HS",0,"7_>65","N","I","","Y","Retired","1Low","Owner","South","D"
"N","F","4. Grad",0,"7_>65","Y","U","","0","Professional","1Low","","South","U"
"N","F","2. Some College",176198,"4_<=45","N","G","","U","Professional","1Low","","South","E"
"N","F","0. <HS",323250,"7_>65","N","G","","U","Retired","1Low","Renter","Northeast","E"
"N","M","1. HS",0,"4_<=45","N","J","Married","Y","Sales/Service","1Low","Renter","South","H"
"N","F","0. <HS",72648,"5_<=55","Y","D","","U","Sales/Service","1Low","Owner","Midwest","C"
"N","F","2. Some College",280173,"5_<=55","N","H","Single","N","Sales/Service","1Low","Owner","Midwest","C"
"N","M","1. HS",195546,"6_<=65","N","I","Married","N","Blue Collar","1Low","Owner","Northeast","B"
"N","M","2. Some College",0,"5_<=55","N","G","Single","N","Blue Collar","1Low","","South","B"
"N","M","1. HS",194543,"3_<=35","Y","B","","Y","Sales/Service","1Low","Owner","Midwest","F"
"Y","M","3. Bach",0,"3_<=35","N","G","","U","Professional","1Low","Renter","Midwest","A"
"N","M","2. Some College",0,"1_Unk","N","G","Single","U","Sales/Service","1Low","Renter","Midwest","A"
"N","M","4. Grad",197159,"3_<=35","Y","B","","N","Professional","1Low","Owner","West","I"
"Y","M","1. HS",0,"2_<=25","N","G","Single","U","Sales/Service","1Low","Renter","South","B"
"Y","M","4. Grad",172721,"6_<=65","Y","J","Married","N","Professional","1Low","Owner","West","F"
"Y","M","2. Some College",439075,"6_<=65","Y","C","","Y","Sales/Service","2Med","Owner","South","H"
"Y","M","0. <HS",384998,"7_>65","N","C","","Y","Retired","3High","Owner","West","F"
"Y","M","4. Grad",443739,"3_<=35","N","A","Single","Y","Professional","3High","Owner","West","E"
"N","M","3. Bach",724850,"4_<=45","Y","C","Married","Y","Blue Collar","1Low","Owner","South","F"
"N","F","3. Bach",198870,"7_>65","Y","B","","U","Professional","1Low","Owner","West","D"
"N","F","1. HS",0,"1_Unk","N","G","Single","U","Sales/Service","1Low","Renter","South","D"
"Y","M","0. <HS",105065,"4_<=45","Y","D","","N","Blue Collar","1Low","Owner","Midwest","E"
"Y","M","1. HS",0,"3_<=35","N","G","Married","Y","Sales/Service","1Low","Renter","South","A"
"Y","F","1. HS",119518,"4_<=45","Y","F","Married","Y","Blue Collar","1Low","Owner","Northeast","E"
"Y","M","3. Bach",133659,"4_<=45","Y","J","Married","Y","Sales/Service","1Low","Owner","South","E"
"Y","F","1. HS",0,"1_Unk","N","G","Single","U","Sales/Service","1Low","Renter","South","D"
"Y","M","0. <HS",871455,"6_<=65","Y","B","Married","N","Sales/Service","3High","Owner","South","I"
"N","F","1. HS",460034,"5_<=55","N","E","Married","U","Sales/Service","1Low","","Northeast","E"
"Y","M","2. Some College",185409,"4_<=45","Y","E","Married","Y","Blue Collar","1Low","Owner","South","G"
"N","F","0. <HS",0,"5_<=55","N","E","","Y","Sales/Service","1Low","Renter","South","K"
"Y","M","1. HS",297844,"4_<=45","N","B","Married","Y","Professional","2Med","Owner","South","G"
"N","F","2. Some College",73378,"6_<=65","N","I","Married","N","Retired","1Low","Owner","Northeast","D"
"N","M","3. Bach",0,"4_<=45","Y","B","Married","N","Professional","1Low","","Northeast","F"
"Y","F","4. Grad",279882,"4_<=45","Y","C","Married","Y","Professional","2Med","Owner","West","F"
"N","F","3. Bach",174454,"5_<=55","Y","J","Married","Y","Sales/Service","1Low","Owner","South","F"
"N","F","2. Some College",215612,"2_<=25","Y","E","","Y","Blue Collar","1Low","Owner","Midwest","G"
"N","U","4. Grad",565056,"1_Unk","Y","B","","N","Professional","1Low","Owner","Northeast","L"
"N","M","1. HS",0,"5_<=55","N","J","Married","U","Blue Collar","1Low","Owner","Northeast","C"
"Y","M","3. Bach",402371,"4_<=45","N","A","Single","U","Professional","3High","Owner","West","E"
"N","M","1. HS",65727,"5_<=55","Y","F","Married","Y","Blue Collar","1Low","Owner","Midwest","D"
"Y","M","2. Some College",0,"5_<=55","Y","E","","U","Blue Collar","1Low","Renter","West","D"
"N","F","2. Some College",262080,"1_Unk","N","E","Married","Y","Sales/Service","1Low","Renter","Northeast","D"
"Y","F","2. Some College",0,"5_<=55","Y","U","Single","0","Professional","1Low","","West","U"
"Y","M","3. Bach",711552,"4_<=45","Y","B","Married","Y","Professional","3High","Owner","Midwest","K"
"Y","F","2. Some College",0,"3_<=35","N","J","","N","Sales/Service","1Low","Owner","Midwest","F"
"N","M","2. Some College",455968,"1_Unk","Y","C","","Y","Blue Collar","1Low","Renter","West","H"
"N","F","2. Some College",473631,"4_<=45","Y","C","Married","Y","Professional","3High","Owner","South","I"
"N","F","3. Bach",0,"3_<=35","Y","E","Married","U","Sales/Service","1Low","Owner","Northeast","I"
"N","M","2. Some College",141264,"1_Unk","N","I","Married","U","Sales/Service","1Low","Owner","Northeast","D"
"N","M","2. Some College",355612,"5_<=55","Y","C","Married","Y","Professional","2Med","Owner","South","L"
"Y","F","4. Grad",260946,"6_<=65","Y","B","Married","N","Sales/Service","2Med","Owner","Midwest","G"
"Y","M","3. Bach",169429,"5_<=55","Y","E","Married","Y","Sales/Service","1Low","Owner","South","E"
"N","M","1. HS",129532,"5_<=55","N","G","Single","U","Sales/Service","1Low","Renter","South","E"
"N","M","2. Some College",1000000,"5_<=55","N","A","Married","Y","Sales/Service","1Low","Renter","West","L"
"N","M","4. Grad",388312,"5_<=55","Y","C","Married","Y","Professional","2Med","Owner","Northeast","H"
"Y","F","2. Some College",761910,"4_<=45","Y","C","Married","Y","Professional","1Low","Owner","Rest","I"
"N","M","2. Some College",153951,"2_<=25","N","F","Married","N","Blue Collar","1Low","Owner","South","E"
"Y","M","3. Bach",458999,"5_<=55","Y","B","Married","N","Professional","1Low","Owner","West","F"
"N","F","4. Grad",571715,"6_<=65","Y","B","Married","N","Professional","1Low","Owner","Midwest","F"
"N","M","1. HS",212070,"3_<=35","Y","B","","N","Sales/Service","1Low","Owner","Midwest","G"
"Y","M","4. Grad",474150,"1_Unk","Y","B","","N","Professional","3High","Owner","South","J"
"Y","F","3. Bach",421241,"7_>65","Y","B","Married","N","Professional","3High","Owner","Midwest","L"
"N","M","0. <HS",394165,"6_<=65","Y","E","","U","Sales/Service","1Low","Owner","Northeast","G"
"Y","M","4. Grad",1198978,"7_>65","Y","B","Married","N","Professional","1Low","Owner","West","E"
"N","M","2. Some College",0,"1_Unk","N","G","Single","U","Sales/Service","1Low","Renter","South","A"
"Y","F","2. Some College",159903,"4_<=45","Y","F","","Y","Sales/Service","1Low","Owner","South","E"
"Y","M","3. Bach",0,"1_Unk","Y","G","Single","N","Sales/Service","1Low","Renter","Northeast","H"
"N","F","3. Bach",0,"3_<=35","Y","B","","N","Professional","1Low","","South","K"
"N","M","1. HS",27047,"1_Unk","N","F","Single","U","Blue Collar","1Low","Renter","South","D"
"Y","M","2. Some College",370600,"1_Unk","N","C","Married","Y","Sales/Service","1Low","Owner","South","F"
"N","M","2. Some College",223450,"5_<=55","Y","B","Married","Y","Professional","1Low","Owner","South","E"
"Y","F","3. Bach",283138,"4_<=45","Y","D","","N","Professional","2Med","Owner","Midwest","E"
"Y","U","0. <HS",0,"1_Unk","N","F","Married","U","Blue Collar","1Low","","South","E"
"N","F","1. HS",1094796,"5_<=55","Y","A","","U","Professional","1Low","","Northeast","F"
"N","F","2. Some College",137045,"4_<=45","N","F","Married","Y","Sales/Service","1Low","Owner","Midwest","D"
"N","F","2. Some College",0,"3_<=35","N","H","","U","Others","1Low","Renter","Midwest","B"
"Y","F","1. HS",187480,"5_<=55","Y","F","","Y","Blue Collar","2Med","Owner","Midwest","E"
"Y","F","1. HS",421308,"5_<=55","N","E","Married","N","Professional","1Low","","South","F"
"Y","M","3. Bach",1009721,"5_<=55","Y","E","","N","Professional","1Low","Renter","Northeast","C"
"N","M","1. HS",0,"7_>65","N","D","Married","N","Retired","1Low","","Northeast","C"
"Y","M","2. Some College",107692,"6_<=65","Y","F","Single","N","Blue Collar","1Low","Owner","Northeast","C"
"Y","F","1. HS",279007,"6_<=65","N","B","Married","U","Sales/Service","1Low","Owner","Midwest","E"
"Y","F","3. Bach",309015,"4_<=45","N","C","Married","Y","Professional","2Med","Owner","Midwest","H"
"N","M","1. HS",0,"5_<=55","N","G","Single","Y","Blue Collar","1Low","Renter","South","B"
"N","F","1. HS",0,"6_<=65","Y","B","Married","N","Professional","1Low","Owner","Midwest","A"
"N","F","3. Bach",367384,"4_<=45","Y","C","","Y","Professional","3High","Owner","Northeast","E"
"Y","M","2. Some College",415072,"5_<=55","Y","B","Married","U","Professional","3High","Owner","South","F"
"Y","F","1. HS",575520,"6_<=65","Y","B","","U","Sales/Service","1Low","Owner","South","G"
"N","F","3. Bach",315195,"5_<=55","Y","B","Married","Y","Professional","1Low","Owner","West","E"
"Y","M","4. Grad",0,"3_<=35","Y","A","Married","Y","Sales/Service","1Low","","Midwest","B"
"N","M","0. <HS",0,"1_Unk","N","G","Single","Y","Blue Collar","1Low","Renter","West","A"
"Y","M","2. Some College",141612,"3_<=35","Y","F","Single","U","Sales/Service","1Low","Owner","South","E"
"N","F","1. HS",189506,"7_>65","N","D","Married","N","Retired","1Low","Owner","Midwest","F"
"Y","F","2. Some College",304600,"6_<=65","Y","B","","U","Sales/Service","1Low","","South","K"
"N","F","2. Some College",154290,"7_>65","Y","B","Married","N","Retired","1Low","Owner","Midwest","F"
"N","M","2. Some College",2000000,"5_<=55","Y","C","Married","Y","Professional","1Low","Owner","Midwest","H"
"N","F","1. HS",407769,"6_<=65","Y","E","","N","Professional","1Low","Owner","Northeast","E"
"Y","M","4. Grad",238383,"7_>65","Y","C","","Y","Blue Collar","1Low","Owner","South","G"
"Y","F","4. Grad",400575,"4_<=45","Y","A","","U","Professional","1Low","Renter","Northeast","F"
"N","M","3. Bach",291749,"1_Unk","N","C","","Y","Sales/Service","3High","Owner","South","F"
"N","M","4. Grad",218098,"3_<=35","Y","C","","Y","Sales/Service","1Low","Owner","West","H"
"Y","F","4. Grad",0,"4_<=45","Y","E","Single","Y","Professional","1Low","","West","E"
"Y","F","3. Bach",0,"5_<=55","Y","G","Single","Y","Sales/Service","1Low","Renter","West","E"
"Y","M","1. HS",408096,"7_>65","Y","B","","Y","Retired","2Med","Owner","Midwest","H"
"Y","F","2. Some College",309778,"6_<=65","N","B","Married","N","Sales/Service","1Low","Owner","South","G"
"N","M","2. Some College",287520,"3_<=35","Y","C","Married","Y","Professional","3High","Owner","West","B"
"Y","M","3. Bach",197290,"3_<=35","Y","D","","N","Professional","1Low","Owner","Midwest","F"
"N","M","1. HS",0,"7_>65","N","E","","U","Retired","1Low","Renter","West","F"
"N","F","3. Bach",1608840,"1_Unk","Y","B","Married","U","Professional","3High","Owner","West","G"
"N","M","2. Some College",163500,"3_<=35","Y","F","Single","U","Sales/Service","2Med","Owner","Northeast","F"
"Y","M","1. HS",471152,"6_<=65","Y","B","Married","N","Blue Collar","1Low","Owner","Northeast","K"
"Y","M","3. Bach",267322,"4_<=45","Y","C","Married","Y","Professional","2Med","Owner","Midwest","H"
"Y","M","4. Grad",548313,"4_<=45","Y","A","Single","U","Professional","1Low","","South","F"
"Y","F","2. Some College",193415,"5_<=55","Y","J","","Y","Sales/Service","1Low","Owner","South","D"
"N","F","4. Grad",224427,"3_<=35","Y","F","Married","Y","Blue Collar","2Med","Owner","South","E"
"N","F","1. HS",0,"4_<=45","Y","J","Married","Y","Blue Collar","1Low","Owner","South","A"
"N","F","1. HS",171942,"7_>65","N","D","Married","N","Sales/Service","1Low","Renter","Midwest","E"
"N","U","3. Bach",271573,"1_Unk","Y","B","","Y","Professional","2Med","Owner","Midwest","C"
"N","M","2. Some College",481540,"4_<=45","Y","B","Married","N","Blue Collar","1Low","Owner","South","J"
"Y","F","3. Bach",262581,"4_<=45","N","E","Married","Y","Sales/Service","1Low","","West","D"
"N","F","4. Grad",311167,"4_<=45","N","C","","Y","Professional","3High","Owner","South","J"
"Y","M","3. Bach",206794,"4_<=45","N","G","Single","Y","Professional","1Low","Renter","West","D"
"Y","M","3. Bach",389865,"5_<=55","Y","C","Married","U","Professional","3High","Owner","Midwest","G"
"Y","F","4. Grad",0,"4_<=45","Y","C","Married","Y","Professional","1Low","Owner","South","E"
"Y","F","3. Bach",266276,"4_<=45","Y","C","Married","U","Professional","2Med","Owner","South","G"
"Y","M","1. HS",0,"1_Unk","Y","E","","Y","Sales/Service","1Low","Renter","West","F"
"Y","F","2. Some College",302475,"4_<=45","N","C","","Y","Professional","3High","Owner","West","F"
"N","M","2. Some College",582583,"6_<=65","Y","B","Married","Y","Professional","1Low","Owner","South","I"
"Y","M","3. Bach",1316175,"5_<=55","Y","B","Married","U","Professional","3High","Owner","West","J"
"Y","M","1. HS",426190,"4_<=45","Y","E","","N","Professional","2Med","Owner","West","E"
"N","F","3. Bach",348255,"1_Unk","Y","B","","N","Sales/Service","2Med","Owner","South","H"
"N","F","2. Some College",129492,"5_<=55","Y","J","","Y","Blue Collar","1Low","Owner","South","F"
"N","F","0. <HS",86317,"1_Unk","N","I","Married","Y","Others","1Low","","South","A"
"Y","F","3. Bach",207100,"4_<=45","Y","C","Married","Y","Professional","2Med","Owner","South","F"
"N","F","0. <HS",1083024,"3_<=35","N","F","","Y","Farm","1Low","Renter","West","B"
"Y","M","2. Some College",1308000,"4_<=45","Y","C","Married","Y","Professional","3High","Owner","Northeast","L"
"Y","M","3. Bach",0,"5_<=55","N","G","","U","Blue Collar","1Low","Renter","Midwest","A"
"N","F","0. <HS",0,"3_<=35","N","E","Single","Y","Sales/Service","1Low","Renter","West","B"
"Y","M","0. <HS",633290,"5_<=55","N","C","Married","Y","Professional","1Low","Owner","West","F"
"N","F","3. Bach",375069,"6_<=65","Y","E","","U","Sales/Service","1Low","Owner","West","I"
"N","F","2. Some College",0,"1_Unk","Y","B","","Y","Professional","1Low","","South","J"
"Y","M","2. Some College",494958,"1_Unk","Y","A","","Y","Professional","1Low","Renter","South","F"
"N","U","4. Grad",828829,"1_Unk","N","B","","U","Professional","1Low","Owner","West","E"
"N","M","0. <HS",59950,"1_Unk","N","F","Married","Y","Blue Collar","1Low","Owner","South","D"
"N","U","1. HS",463250,"2_<=25","N","A","","N","Sales/Service","3High","Owner","Northeast","G"
"N","F","0. <HS",0,"3_<=35","Y","D","","N","Sales/Service","1Low","Owner","Midwest","G"
"N","F","1. HS",0,"6_<=65","Y","I","Married","U","Professional","1Low","","West","D"
"Y","F","3. Bach",353421,"4_<=45","Y","C","","Y","Professional","1Low","Owner","West","F"
"Y","M","1. HS",560227,"1_Unk","N","B","Married","N","Sales/Service","2Med","Owner","South","J"
"N","F","4. Grad",155254,"2_<=25","Y","C","","Y","Sales/Service","2Med","Owner","South","F"
"Y","M","3. Bach",207645,"1_Unk","Y","C","","N","Professional","1Low","Owner","West","G"
"N","M","2. Some College",0,"7_>65","Y","E","Married","Y","Professional","1Low","Owner","Midwest","F"
"N","M","4. Grad",0,"2_<=25","N","H","Single","Y","Blue Collar","1Low","Renter","Midwest","F"
"Y","M","3. Bach",170721,"3_<=35","N","F","Married","Y","Professional","1Low","Owner","Northeast","F"
"Y","F","1. HS",334194,"3_<=35","Y","A","Married","Y","Blue Collar","1Low","Renter","South","E"
"Y","M","3. Bach",919687,"5_<=55","Y","B","Married","U","Professional","3High","Owner","West","J"
"Y","M","2. Some College",528682,"5_<=55","Y","C","Married","Y","Professional","1Low","Owner","South","H"
"N","M","1. HS",0,"7_>65","N","D","","N","Retired","1Low","Renter","Northeast","A"
"N","M","2. Some College",694919,"5_<=55","N","C","Married","Y","Professional","3High","Owner","South","J"
